S0,L,ms,fi,b,RE50Y-2.0,RE50Y-1.8,RE50Y-1.6,RE50Y-1.4,RE50Y-1.2,RE50Y-1.0,RE50Y-0.8,RE50Y-0.6,RE50Y-0.4,RE50Y-0.2,RE50Y0.0,RE50Y0.2,RE50Y0.4,RE50Y0.6,RE50Y0.8,RE50Y1.0,RE50Y1.2,RE50Y1.4,RE50Y1.6,RE50Y1.8,RE50Y2.0,RE50Y-2.0_Error,RE50Y-1.8_Error,RE50Y-1.6_Error,RE50Y-1.4_Error,RE50Y-1.2_Error,RE50Y-1.0_Error,RE50Y-0.8_Error,RE50Y-0.6_Error,RE50Y-0.4_Error,RE50Y-0.2_Error,RE50Y0.0_Error,RE50Y0.2_Error,RE50Y0.4_Error,RE50Y0.6_Error,RE50Y0.8_Error,RE50Y1.0_Error,RE50Y1.2_Error,RE50Y1.4_Error,RE50Y1.6_Error,RE50Y1.8_Error,RE50Y2.0_Error
31.0707,46.4571,0.745714,-0.152499,5.65,0.0668271,0.05495459999999999,-0.017251,-0.07303580000000001,-0.15175999999999998,-0.429447,-0.30278499999999997,-0.034001300000000005,-0.148349,-0.0880216,0.0642721,0.20922600000000002,0.387937,0.381371,0.422275,0.503125,0.524305,0.577453,0.539814,0.634644,0.754574,0.0565789,0.0396296,0.03319,0.0298314,0.0273545,0.023463499999999998,0.026110700000000004,0.036040499999999996,0.028045999999999998,0.0267923,0.0268582,0.026918,0.028078199999999998,0.027435,0.0258426,0.0290853,0.0287882,0.0315807,0.0356651,0.0455288,0.0692836
32.5421,42.6857,0.842857,-0.08107139999999999,3.05,-0.16613599999999998,-0.0963577,-0.0436809,-0.09410360000000001,-0.117121,-0.23716199999999998,-0.339868,-0.150076,0.062072800000000004,-0.0191421,0.052842099999999996,0.142263,0.191424,0.275047,0.329739,0.418261,0.448696,0.45536000000000004,0.512931,0.608866,0.657946,0.0583378,0.0411456,0.0347682,0.0302635,0.0267868,0.025913099999999998,0.024572099999999996,0.0276846,0.029464799999999996,0.026593900000000004,0.0249483,0.0259714,0.0267548,0.0260358,0.027601900000000002,0.0267063,0.0282041,0.030003,0.0363356,0.048491,0.074533
26.5093,92.9714,0.94,0.00821471,8.75,-0.07786660000000001,0.11731,0.0270225,-0.16181800000000002,-0.20085999999999998,-0.384695,-0.517544,-0.48737700000000006,-0.370834,-0.12876500000000002,0.111654,0.364266,0.488309,0.6117819999999999,0.683148,0.663906,0.738811,0.90095,0.8924860000000001,0.8987120000000001,0.900399,0.0720393,0.0520629,0.0396884,0.0362662,0.0313849,0.0216937,0.0247112,0.036219699999999994,0.030339799999999997,0.0295666,0.0294772,0.0302589,0.030655400000000003,0.031477099999999994,0.0175056,0.0331394,0.0342171,0.0404746,0.046309699999999995,0.0597313,0.09339489999999999
28.5693,43.9429,0.808571,0.651071,5.15,-0.061901599999999994,-0.0838181,-0.147248,-0.21344200000000002,-0.313366,-0.49934799999999996,-0.220642,0.11021700000000001,-0.020981200000000002,-0.0444591,0.0606615,0.171042,0.259101,0.249023,0.28068000000000004,0.373704,0.392237,0.379896,0.403969,0.400219,0.34113699999999997,0.046469699999999996,0.035863,0.029874599999999998,0.0281237,0.025478,0.0250252,0.0274555,0.032353,0.029863099999999997,0.0270307,0.0269743,0.027402,0.0285101,0.028016200000000005,0.027679099999999998,0.028260300000000002,0.028272199999999997,0.0292384,0.0330385,0.0392549,0.052435800000000005
29.0107,51.4857,0.9514290000000001,0.0439282,6.15,-0.131486,0.0566466,0.00407646,-0.00533144,-0.095452,-0.395962,-0.336077,-0.03957430000000001,-0.058985199999999995,-0.0520394,0.0861687,0.203279,0.313278,0.341901,0.37146999999999997,0.475559,0.525084,0.558157,0.5435300000000001,0.5642550000000001,0.59423,0.0581649,0.0423575,0.0345594,0.031437900000000005,0.0271283,0.0232511,0.0231417,0.0300909,0.0307043,0.026057599999999997,0.025858099999999995,0.0260776,0.028932,0.0237114,0.025858600000000002,0.0286185,0.028991200000000005,0.032585,0.037647900000000005,0.0500714,0.06682010000000001
31.365,71.6,0.997143,0.258214,8.55,-0.153652,-0.135213,-0.208364,-0.249099,-0.46937299999999993,-0.785159,-0.16068,0.0424148,-0.375785,-0.14591600000000002,0.104702,0.318226,0.475559,0.669608,0.536401,0.360888,0.6757310000000001,0.6837880000000001,0.6895859999999999,0.7084520000000001,0.635799,0.047578800000000004,0.0350157,0.0312996,0.0292632,0.027829000000000003,0.020066900000000002,0.027512400000000003,0.039430599999999996,0.0274803,0.0272683,0.0273601,0.0272029,0.0272089,0.035402699999999995,0.0202817,0.025890100000000003,0.027931400000000002,0.030119200000000002,0.034208800000000004,0.0407719,0.0578044
33.2779,60.2857,0.74,0.526071,9.55,-0.189411,-0.263758,-0.298559,-0.425022,-1.12497,-0.5716479999999999,1.05574,-0.588096,-0.44026899999999997,-0.190781,0.15182400000000001,0.430745,0.57148,0.588621,0.568103,0.552942,0.659553,0.6704479999999999,0.685821,0.7336590000000001,0.6880069999999999,0.0407439,0.030685200000000003,0.028142400000000005,0.027256400000000004,0.026079500000000002,0.0236959,0.0550665,0.0286317,0.0285759,0.0276621,0.027118200000000002,0.0265375,0.027074599999999997,0.027043900000000003,0.029797700000000003,0.0248709,0.0266317,0.0287065,0.030424200000000002,0.036319699999999996,0.0467728
33.425,108.057,0.9057139999999999,-0.5275,7.25,0.08126549999999999,0.20391900000000002,0.145805,0.00678607,-0.0200141,0.283111,-0.33812800000000004,-0.542172,-0.305506,-0.0659925,0.0690091,0.29694,0.41366800000000004,0.512795,0.554289,0.653153,0.787922,0.915432,0.94737,0.953118,1.10235,0.0768523,0.0560581,0.040726099999999994,0.035991300000000004,0.0308027,0.0274411,0.0251605,0.031852899999999996,0.029514799999999997,0.027889099999999997,0.0261553,0.0264531,0.027343400000000004,0.024506200000000002,0.026352099999999996,0.0330103,0.033507300000000004,0.0404397,0.0489768,0.0697912,0.11116400000000001
26.0679,99.2571,0.665714,0.29393,6.85,0.017730799999999998,0.16047999999999998,0.169735,-0.04724,0.0372276,-0.00458042,-0.414033,-0.534551,-0.322738,-0.11796300000000001,0.116372,0.279442,0.465552,0.548736,0.641767,0.6636350000000001,0.710196,0.778389,0.775237,0.80513,0.743591,0.08332300000000001,0.0548951,0.041423400000000006,0.0344974,0.0304289,0.0240975,0.024806799999999997,0.0354081,0.0311989,0.029642500000000002,0.030905900000000004,0.0302163,0.030641500000000002,0.029336400000000002,0.0203085,0.034361699999999995,0.0348375,0.0408648,0.04820069999999999,0.0652078,0.09767580000000001
29.8936,84.1714,0.8714290000000001,-0.027499400000000004,4.25,-0.108106,0.054010199999999994,0.0798435,0.0804702,0.0133375,-0.00641606,-0.160272,-0.23375300000000002,-0.165054,-0.0751265,0.066438,0.22930999999999999,0.341754,0.396858,0.443643,0.466858,0.48097700000000004,0.498504,0.559312,0.561493,0.7468020000000001,0.07360189999999998,0.0517621,0.0410603,0.032919300000000006,0.029539599999999996,0.0263134,0.0248587,0.0252205,0.0293911,0.0270499,0.0264282,0.025984800000000002,0.0255368,0.023093799999999998,0.029366000000000003,0.0300785,0.0318217,0.035879,0.0423367,0.0556178,0.09544860000000001
