S0,L,ms,mv,b,SN112EK42.5,SN112EK47.5,SN112EK52.5,SN112EK57.5,SN112EK62.5,SN112EK67.5,SN112EK72.5,SN112EK77.5,SN112EK82.5,SN112EK87.5,SN124EK42.5,SN124EK47.5,SN124EK52.5,SN124EK57.5,SN124EK62.5,SN124EK67.5,SN124EK72.5,SN124EK77.5,SN124EK82.5,SN124EK87.5,DREK12.5,DREK17.5,DREK22.5,DREK27.5,DREK32.5,DREK37.5,DREK42.5,DREK47.5,DREK52.5,DREK60.0,DREK70.0,DREK80.0,DREK87.5,SN112EK42.5_Error,SN112EK47.5_Error,SN112EK52.5_Error,SN112EK57.5_Error,SN112EK62.5_Error,SN112EK67.5_Error,SN112EK72.5_Error,SN112EK77.5_Error,SN112EK82.5_Error,SN112EK87.5_Error,SN124EK42.5_Error,SN124EK47.5_Error,SN124EK52.5_Error,SN124EK57.5_Error,SN124EK62.5_Error,SN124EK67.5_Error,SN124EK72.5_Error,SN124EK77.5_Error,SN124EK82.5_Error,SN124EK87.5_Error,DREK12.5_Error,DREK17.5_Error,DREK22.5_Error,DREK27.5_Error,DREK32.5_Error,DREK37.5_Error,DREK42.5_Error,DREK47.5_Error,DREK52.5_Error,DREK60.0_Error,DREK70.0_Error,DREK80.0_Error,DREK87.5_Error
29.099,90.3,0.636,0.885,2,0.994139,0.96268,0.936251,0.912695,0.892012,0.871041,0.849781,0.837543,0.834326,0.825371,1.29444,1.28469,1.2811,1.27312,1.26073,1.25331,1.25087,1.25358,1.26145,1.27097,1.17359,1.18521,1.20243,1.2225,1.24543,1.27223,1.30292,1.33519,1.36905,1.40444,1.45604,1.50438,1.54044,0.00349075,0.00379175,0.00413725,0.004527,0.004961,0.0054415,0.0059685,0.0066405,0.0074575,0.00832575,0.00433475,0.00482225,0.00538075,0.00598475,0.00663425,0.00740225,0.00828875,0.00933825,0.0105508,0.0119513,0.00331135,0.00345202,0.00380834,0.00427354,0.00484761,0.00553862,0.00634656,0.00729173,0.00837413,0.0102051,0.0133401,0.0174105,0.0213099
33.219,108.3,0.772,0.725,2,0.95802,0.923381,0.890722,0.858681,0.827257,0.804798,0.791305,0.773471,0.751296,0.73383,1.26935,1.24267,1.21869,1.19989,1.18628,1.17014,1.15147,1.13283,1.11423,1.10025,1.17994,1.19972,1.22261,1.2497,1.28099,1.30626,1.32552,1.34638,1.36882,1.41671,1.45457,1.47425,1.49951,0.00322875,0.00346275,0.00371425,0.00397975,0.00425925,0.004613,0.005041,0.005466,0.005888,0.0064075,0.0040225,0.00437825,0.00476675,0.00520925,0.00570575,0.00623575,0.00679925,0.00741575,0.00808525,0.0088485,0.00319271,0.00336982,0.00374548,0.00422517,0.00480889,0.0054516,0.00615329,0.00695357,0.00785245,0.00953355,0.012026,0.01502,0.0178341
27.245,48.9,0.956,0.745,2,0.978773,0.92043,0.8651,0.814743,0.769357,0.72689,0.687342,0.651115,0.618208,0.586937,1.29175,1.23551,1.17841,1.12381,1.07171,1.01976,0.967979,0.91447,0.859234,0.815222,1.20142,1.21899,1.2409,1.25988,1.2759,1.29625,1.32093,1.34322,1.36312,1.38675,1.40583,1.3966,1.38951,0.0031225,0.00327125,0.00342375,0.0035905,0.0037715,0.0039545,0.0041395,0.00435825,0.00461075,0.00487175,0.0038515,0.00408475,0.00431225,0.004552,0.004804,0.005048,0.005284,0.00550375,0.00570725,0.00599,0.00301971,0.00320086,0.00356993,0.00400887,0.00451769,0.00511469,0.00579986,0.00655724,0.00738683,0.00880143,0.0109322,0.0133038,0.0154748
35.897,65.1,0.74,0.775,2,1.07224,1.04116,1.01212,0.985684,0.961863,0.939031,0.917187,0.89673,0.877659,0.857743,1.43996,1.43318,1.42474,1.41761,1.4118,1.40492,1.39696,1.38651,1.37359,1.36547,1.18241,1.20093,1.22481,1.25014,1.27693,1.30813,1.34377,1.37718,1.40836,1.45353,1.51009,1.55593,1.59258,0.003634,0.0039555,0.0043045,0.00468975,0.00511125,0.00558625,0.00611475,0.00669,0.007312,0.007998,0.00463475,0.00516975,0.00574925,0.0063925,0.0070995,0.00788175,0.00873925,0.00967025,0.0106748,0.011869,0.00312206,0.00329833,0.00368281,0.00417029,0.0047608,0.00547188,0.00630355,0.00724066,0.00828322,0.0101161,0.0131198,0.0168529,0.0203683
35.279,74.1,0.724,0.655,2,1.04127,1.00305,0.964069,0.930336,0.901856,0.873657,0.845741,0.819389,0.794605,0.771972,1.38918,1.36882,1.3519,1.32846,1.29853,1.27517,1.25839,1.23782,1.21347,1.18569,1.18401,1.20257,1.22661,1.25356,1.28341,1.31048,1.33477,1.36575,1.40342,1.43417,1.47443,1.51928,1.53592,0.00350525,0.003767,0.004037,0.0043395,0.0046745,0.0050335,0.0054165,0.0058395,0.0063025,0.00683275,0.00440125,0.00483475,0.00532025,0.00580825,0.00629875,0.00686525,0.00750775,0.008195,0.008927,0.00966975,0.0031733,0.00334582,0.003725,0.00420679,0.00479119,0.00545295,0.00619205,0.00707392,0.00809854,0.00970407,0.0123133,0.0156571,0.0185272
34.249,104.7,0.812,1.005,2,1.01052,0.985064,0.962613,0.941656,0.922194,0.907006,0.896091,0.887368,0.880839,0.868394,1.34741,1.34003,1.33991,1.33702,1.33136,1.33498,1.34789,1.35496,1.35619,1.35977,1.17415,1.19278,1.21499,1.24462,1.28167,1.31141,1.33385,1.36089,1.39251,1.43215,1.48832,1.53337,1.56649,0.0034415,0.00375975,0.00410925,0.004495,0.004917,0.00540325,0.00595375,0.006589,0.007309,0.00806225,0.0043515,0.004845,0.005409,0.00602525,0.00669375,0.0075025,0.0084515,0.00946875,0.0105542,0.011808,0.00311206,0.00328686,0.00366868,0.00417609,0.00480909,0.00551008,0.00627904,0.00717704,0.00820408,0.00997749,0.0129254,0.0165594,0.0199768
28.687,113.7,0.836,0.925,2,0.919417,0.889597,0.864622,0.841562,0.820418,0.802905,0.789022,0.777892,0.769515,0.760469,1.2041,1.18186,1.16403,1.14905,1.13691,1.12777,1.12163,1.11846,1.11826,1.11267,1.17117,1.19205,1.21387,1.23875,1.26671,1.29052,1.31019,1.32891,1.34667,1.37596,1.4133,1.44562,1.46318,0.003095,0.0033435,0.0036245,0.0039265,0.0042495,0.004629,0.005065,0.00556,0.006114,0.006741,0.00381725,0.00417175,0.00456725,0.00501175,0.00550525,0.0060715,0.0067105,0.0074525,0.0082975,0.00917575,0.00314171,0.00331755,0.00368635,0.00415848,0.00473395,0.00537434,0.00607966,0.00687271,0.00775351,0.00930014,0.0118013,0.0149448,0.0177369
27.451,99.3,0.804,0.805,2,0.913552,0.875263,0.841581,0.816477,0.799949,0.781155,0.760093,0.742434,0.728177,0.718087,1.18803,1.15816,1.13325,1.11112,1.09175,1.07466,1.05984,1.04601,1.03316,1.01814,1.17737,1.19699,1.22038,1.24113,1.25924,1.27927,1.30122,1.32389,1.34728,1.36288,1.38543,1.41401,1.41777,0.00308025,0.0032905,0.0035235,0.00380775,0.00414325,0.004496,0.004866,0.0052985,0.0057935,0.0063745,0.0037575,0.00407375,0.00442525,0.00481825,0.00525275,0.005735,0.006265,0.00686425,0.00753275,0.00824225,0.00317872,0.00335283,0.00372699,0.00418095,0.00471471,0.00533479,0.00604118,0.0068436,0.00774202,0.0091733,0.0115083,0.014514,0.017038
33.837,36.3,0.868,0.765,2,1.08381,1.04704,1.01276,0.978678,0.944799,0.909483,0.872729,0.840192,0.811872,0.786817,1.45586,1.43464,1.41399,1.38779,1.35606,1.32721,1.30125,1.27177,1.23879,1.20678,1.1911,1.2089,1.23117,1.25739,1.28757,1.31645,1.34403,1.37082,1.39683,1.42711,1.47614,1.52007,1.53382,0.00353325,0.0038215,0.0041285,0.00445325,0.00479575,0.0051455,0.0055025,0.00590775,0.00636125,0.00687025,0.0044715,0.00492575,0.00542125,0.00592525,0.00643775,0.0070035,0.0076225,0.00826375,0.00892725,0.00964925,0.00299257,0.00317133,0.00354426,0.004025,0.00461354,0.00528607,0.00604258,0.0068951,0.00784362,0.0094465,0.01212,0.0154181,0.0182036
32.807,117.3,0.668,0.825,2,0.958684,0.926003,0.899006,0.876018,0.857039,0.84023,0.825591,0.814074,0.805678,0.791379,1.27008,1.25553,1.24357,1.23281,1.22324,1.21351,1.20361,1.1995,1.20117,1.20408,1.16836,1.18624,1.20963,1.23478,1.26168,1.29203,1.32583,1.35645,1.38389,1.41762,1.45125,1.48231,1.52236,0.00336975,0.00363825,0.00394275,0.00429475,0.00469425,0.005149,0.005659,0.0062625,0.0069595,0.007675,0.00423025,0.0046725,0.0051615,0.00570575,0.00630525,0.006982,0.007736,0.00862175,0.00963925,0.0108183,0.00331496,0.00347496,0.00385108,0.00433266,0.00491969,0.00562447,0.00644701,0.00736636,0.00838254,0.0101384,0.0129455,0.0165707,0.0202042
30.541,47.1,0.796,0.955,2,1.06597,1.03802,1.01428,0.990087,0.965446,0.944557,0.927421,0.912397,0.899484,0.886779,1.41519,1.41299,1.41282,1.40961,1.40338,1.39931,1.3974,1.39717,1.39861,1.40706,1.18308,1.19756,1.21564,1.23747,1.26306,1.29337,1.3284,1.36177,1.39348,1.43923,1.49445,1.54336,1.58714,0.003585,0.00392475,0.00430025,0.00470575,0.00514125,0.0056395,0.0062005,0.006835,0.007543,0.008331,0.00453075,0.005083,0.005699,0.00636425,0.00707875,0.00789025,0.00879875,0.00982625,0.0109727,0.0123873,0.00306474,0.0032294,0.00359428,0.00406889,0.00465323,0.00536048,0.00619064,0.00712981,0.00817798,0.0100321,0.0130349,0.0168296,0.0204858
32.189,84.9,0.932,0.835,2,0.99408,0.955973,0.921649,0.889745,0.86026,0.833662,0.809949,0.788987,0.770776,0.751158,1.3208,1.29473,1.27494,1.25367,1.2309,1.20743,1.18324,1.16081,1.14014,1.12129,1.18641,1.20675,1.23099,1.25623,1.28247,1.30686,1.32938,1.35514,1.38414,1.42048,1.45488,1.47538,1.49317,0.003261,0.0035015,0.0037585,0.00404,0.004346,0.004682,0.005048,0.00547,0.005948,0.006451,0.00407175,0.00444625,0.00486275,0.005308,0.005782,0.0062865,0.0068215,0.007425,0.008097,0.00883525,0.00303095,0.00321779,0.00359917,0.00407438,0.00464342,0.0052881,0.00600843,0.00683131,0.00775676,0.00934368,0.01178,0.0147278,0.0174543
32.601,34.5,0.948,0.965,2,1.09693,1.06585,1.03533,1.00774,0.983103,0.958293,0.933315,0.90848,0.883789,0.866939,1.46309,1.45435,1.44638,1.43815,1.42966,1.42021,1.4098,1.40204,1.39695,1.38754,1.18323,1.20004,1.22365,1.24934,1.27708,1.30544,1.33442,1.36519,1.39775,1.44117,1.49684,1.56273,1.60051,0.0035655,0.003892,0.004238,0.00462325,0.00504775,0.005502,0.005986,0.00651675,0.00709425,0.00778625,0.00451175,0.0050385,0.0056235,0.00625925,0.00694575,0.00769025,0.00849275,0.00940975,0.0104412,0.011557,0.00292717,0.00310029,0.00347382,0.00395341,0.00453905,0.00522083,0.00599876,0.00689768,0.0079176,0.00968347,0.0125359,0.016311,0.0196227
33.425,106.5,0.892,0.685,2,0.977719,0.932407,0.891151,0.854412,0.822188,0.793911,0.769581,0.743132,0.714568,0.689665,1.29704,1.26146,1.2246,1.18888,1.15432,1.12336,1.096,1.06627,1.03417,1.00114,1.18258,1.20319,1.22668,1.24934,1.27117,1.2973,1.32775,1.35362,1.37492,1.39808,1.41978,1.44142,1.45152,0.00308475,0.003253,0.003433,0.00363575,0.00386125,0.00411325,0.00439175,0.0046765,0.0049675,0.0053025,0.00383075,0.00410375,0.00438525,0.00468275,0.00499625,0.00534625,0.00573275,0.006119,0.006505,0.00691125,0.0030533,0.00323122,0.00358653,0.00401501,0.00451668,0.00509956,0.00576365,0.00648348,0.00725904,0.00854645,0.0105172,0.0129385,0.015032
25.803,45.3,0.82,0.665,2,0.961871,0.906224,0.853105,0.807028,0.767992,0.729913,0.69279,0.657604,0.624355,0.595983,1.26602,1.21619,1.16776,1.11528,1.05875,1.00563,0.9559,0.91159,0.872699,0.836941,1.20046,1.21749,1.23458,1.25234,1.27077,1.29243,1.31733,1.34322,1.37009,1.38016,1.37884,1.39245,1.40432,0.00312475,0.00327625,0.00343075,0.00360975,0.00381325,0.00401875,0.00422625,0.0044505,0.0046915,0.0049795,0.0038485,0.0040965,0.0043515,0.0045935,0.0048225,0.00506,0.005306,0.00559025,0.00591275,0.006268,0.00312584,0.00329607,0.00364633,0.00408014,0.00459751,0.00520145,0.00589199,0.00667551,0.00755201,0.008878,0.0108721,0.0134638,0.0158079
29.923,77.7,0.94,0.625,2,1.01888,0.957467,0.897156,0.839395,0.784183,0.73436,0.689925,0.646741,0.604809,0.568171,1.33811,1.26851,1.19497,1.12898,1.07054,1.00563,0.93426,0.870479,0.814287,0.764954,1.20205,1.21972,1.2375,1.25757,1.27994,1.29875,1.31401,1.3252,1.33232,1.35611,1.36106,1.34617,1.34632,0.00302475,0.0031195,0.0032105,0.003298,0.003382,0.00348025,0.00359275,0.0037015,0.0038065,0.00393625,0.006264,0.00648925,0.00668175,0.00689975,0.00714325,0.0073285,0.0074555,0.00760325,0.00777175,0.00799175,0.00424162,0.00444951,0.00486469,0.00536634,0.00595447,0.00660381,0.00731436,0.00807449,0.00888418,0.0103674,0.0124478,0.0147914,0.0169444
26.833,75.9,0.756,1.025,2,1.00077,0.971921,0.942412,0.917451,0.897038,0.880183,0.866888,0.852729,0.837707,0.827663,1.29727,1.28495,1.27453,1.26913,1.26875,1.26838,1.26803,1.27308,1.28353,1.29593,1.17194,1.18516,1.2026,1.22453,1.25094,1.27501,1.29673,1.32277,1.35312,1.39937,1.45214,1.51309,1.56589,0.00343525,0.00373975,0.00406525,0.00443525,0.00484975,0.005328,0.00587,0.00646525,0.00711375,0.00789575,0.00423075,0.00469175,0.00520125,0.00579425,0.00647075,0.00723,0.008072,0.0090635,0.0102045,0.0115537,0.00315963,0.00331213,0.00367242,0.00414688,0.00473551,0.00540588,0.00615799,0.00704359,0.0080627,0.00988712,0.012815,0.0167257,0.0204753
