DREK12.5,DREK17.5,DREK22.5,DREK27.5,DREK32.5,DREK37.5,DREK42.5,DREK47.5,DREK52.5,DREK60.0,DREK70.0,DREK80.0,DREK87.5,DREK12.5_Error,DREK17.5_Error,DREK22.5_Error,DREK27.5_Error,DREK32.5_Error,DREK37.5_Error,DREK42.5_Error,DREK47.5_Error,DREK52.5_Error,DREK60.0_Error,DREK70.0_Error,DREK80.0_Error,DREK87.5_Error
1.16017,1.19611,1.21876,1.24978,1.25837,1.29789,1.30695,1.36829,1.35548,1.39072,1.41844,1.45102,1.3597,0.005,0.007,0.008,0.006,0.006,0.017,0.021,0.024,0.038,0.035,0.048,0.061,0.114
