SN112EK42.5,SN112EK47.5,SN112EK52.5,SN112EK57.5,SN112EK62.5,SN112EK67.5,SN112EK72.5,SN112EK77.5,SN112EK82.5,SN112EK87.5,SN112EK42.5_Error,SN112EK47.5_Error,SN112EK52.5_Error,SN112EK57.5_Error,SN112EK62.5_Error,SN112EK67.5_Error,SN112EK72.5_Error,SN112EK77.5_Error,SN112EK82.5_Error,SN112EK87.5_Error
1.06776,0.959527,0.917892,0.845912,0.859419,0.846378,0.827128,0.864899,0.856574,0.871913,0.0106335,0.0125673,0.0149125,0.0165138,0.0248699,0.0266566,0.0282658,0.0323311,0.0350679,0.0409403
