SN112EK42.5,SN112EK47.5,SN112EK52.5,SN112EK57.5,SN112EK62.5,SN112EK67.5,SN112EK72.5,SN112EK77.5,SN112EK82.5,SN112EK87.5,SN124EK42.5,SN124EK47.5,SN124EK52.5,SN124EK57.5,SN124EK62.5,SN124EK67.5,SN124EK72.5,SN124EK77.5,SN124EK82.5,SN124EK87.5,SN112EK42.5_Error,SN112EK47.5_Error,SN112EK52.5_Error,SN112EK57.5_Error,SN112EK62.5_Error,SN112EK67.5_Error,SN112EK72.5_Error,SN112EK77.5_Error,SN112EK82.5_Error,SN112EK87.5_Error,SN124EK42.5_Error,SN124EK47.5_Error,SN124EK52.5_Error,SN124EK57.5_Error,SN124EK62.5_Error,SN124EK67.5_Error,SN124EK72.5_Error,SN124EK77.5_Error,SN124EK82.5_Error,SN124EK87.5_Error
1.06776,0.959527,0.917892,0.845912,0.859419,0.846378,0.827128,0.864899,0.856574,0.871913,1.39551,1.31291,1.24418,1.17227,1.19943,1.20996,1.16403,1.19579,1.30153,1.18554,0.0106335,0.0125673,0.0149125,0.0165138,0.0248699,0.0266566,0.0282658,0.0323311,0.0350679,0.0409403,0.0171029,0.0214306,0.0251162,0.0283848,0.0392656,0.0427318,0.0453176,0.0513211,0.0606671,0.0659806
