SN112EK52.5,SN112EK57.5,SN112EK62.5,SN112EK67.5,SN112EK72.5,SN112EK77.5,SN112EK82.5,SN112EK87.5,SN124EK52.5,SN124EK57.5,SN124EK62.5,SN124EK67.5,SN124EK72.5,SN124EK77.5,SN124EK82.5,SN124EK87.5,DREK12.5,DREK17.5,DREK22.5,DREK27.5,DREK32.5,DREK37.5,DREK42.5,DREK47.5,DREK52.5,DREK60.0,DREK70.0,DREK80.0,DREK87.5,SN112EK52.5_Error,SN112EK57.5_Error,SN112EK62.5_Error,SN112EK67.5_Error,SN112EK72.5_Error,SN112EK77.5_Error,SN112EK82.5_Error,SN112EK87.5_Error,SN124EK52.5_Error,SN124EK57.5_Error,SN124EK62.5_Error,SN124EK67.5_Error,SN124EK72.5_Error,SN124EK77.5_Error,SN124EK82.5_Error,SN124EK87.5_Error,DREK12.5_Error,DREK17.5_Error,DREK22.5_Error,DREK27.5_Error,DREK32.5_Error,DREK37.5_Error,DREK42.5_Error,DREK47.5_Error,DREK52.5_Error,DREK60.0_Error,DREK70.0_Error,DREK80.0_Error,DREK87.5_Error
0.917892,0.845912,0.859419,0.846378,0.827128,0.864899,0.856574,0.871913,1.24418,1.17227,1.19943,1.20996,1.16403,1.19579,1.30153,1.18554,1.16017,1.19611,1.21876,1.24978,1.25837,1.29789,1.30695,1.36829,1.35548,1.39072,1.41844,1.45102,1.3597,0.0149125,0.0165138,0.0248699,0.0266566,0.0282658,0.0323311,0.0350679,0.0409403,0.0251162,0.0283848,0.0392656,0.0427318,0.0453176,0.0513211,0.0606671,0.0659806,0.005,0.007,0.008,0.006,0.006,0.017,0.021,0.024,0.038,0.035,0.048,0.061,0.114
