RE50Y0.0,RE50Y0.2,RE50Y0.4,RE50Y0.6,RE50Y0.8,RE50Y1.0,RE50Y0.0_Error,RE50Y0.2_Error,RE50Y0.4_Error,RE50Y0.6_Error,RE50Y0.8_Error,RE50Y1.0_Error
8.36E-02,0.2965419,0.39346,0.4925551,0.4359404,0.4348775,3.64E-02,3.88E-02,4.01E-02,4.53E-02,5.46E-02,6.81E-02
