RE50Y0.0,RE50Y0.2,RE50Y0.4,RE50Y0.6,RE50Y0.8,RE50Y1.0,RE50Y0.0_Error,RE50Y0.2_Error,RE50Y0.4_Error,RE50Y0.6_Error,RE50Y0.8_Error,RE50Y1.0_Error
-9.57E-03,0.2604506,0.4196143,0.4886629,0.5506874,0.4868186,2.92E-02,3.00E-02,3.16E-02,3.68E-02,4.44E-02,5.64E-02
