RE50Y0.0,RE50Y0.2,RE50Y0.4,RE50Y0.6,RE50Y0.8,RE50Y1.0,RE50Y0.0_Error,RE50Y0.2_Error,RE50Y0.4_Error,RE50Y0.6_Error,RE50Y0.8_Error,RE50Y1.0_Error
4.56E-02,1.70E-01,0.2176827,3.80E-01,0.348226,0.4086016,3.07E-02,3.07E-02,3.26E-02,3.71E-02,4.09E-02,4.95E-02
