F0.5,F0.5_Error,F1.125,F1.125_Error,F1.75,F1.75_Error,F2.375,F2.375_Error,F3.0,F3.0_Error
2.6348954648648855,0.01,2.295274010135701,0.01,2.762206401386937,0.01,3.3808030600768757,0.01,4.0805846275970445,0.01
