F0.5,F0.5_Error,F1.125,F1.125_Error,F1.75,F1.75_Error,F2.375,F2.375_Error,F3.0,F3.0_Error
4.634007324171523,0.01,2.1903493423362996,0.01,2.514711343950229,0.01,3.1408570229862454,0.01,3.855226405860508,0.01
