S0,L,ms,fi,SN112EK42.5,SN112EK47.5,SN112EK52.5,SN112EK57.5,SN112EK62.5,SN112EK67.5,SN112EK72.5,SN112EK77.5,SN112EK82.5,SN112EK87.5,SN124EK42.5,SN124EK47.5,SN124EK52.5,SN124EK57.5,SN124EK62.5,SN124EK67.5,SN124EK72.5,SN124EK77.5,SN124EK82.5,SN124EK87.5,DREK12.5,DREK17.5,DREK22.5,DREK27.5,DREK32.5,DREK37.5,DREK42.5,DREK47.5,DREK52.5,DREK60.0,DREK70.0,DREK80.0,DREK87.5,SN112EK42.5_Error,SN112EK47.5_Error,SN112EK52.5_Error,SN112EK57.5_Error,SN112EK62.5_Error,SN112EK67.5_Error,SN112EK72.5_Error,SN112EK77.5_Error,SN112EK82.5_Error,SN112EK87.5_Error,SN124EK42.5_Error,SN124EK47.5_Error,SN124EK52.5_Error,SN124EK57.5_Error,SN124EK62.5_Error,SN124EK67.5_Error,SN124EK72.5_Error,SN124EK77.5_Error,SN124EK82.5_Error,SN124EK87.5_Error,DREK12.5_Error,DREK17.5_Error,DREK22.5_Error,DREK27.5_Error,DREK32.5_Error,DREK37.5_Error,DREK42.5_Error,DREK47.5_Error,DREK52.5_Error,DREK60.0_Error,DREK70.0_Error,DREK80.0_Error,DREK87.5_Error
33.425,106.5,0.892,-0.338778,0.9742940000000001,0.933637,0.894388,0.860395,0.831656,0.799435,0.763731,0.735737,0.715454,0.693617,1.2861799999999999,1.2550299999999999,1.22564,1.19842,1.17335,1.14086,1.10093,1.0642200000000002,1.03073,0.995296,1.17019,1.1970100000000001,1.2241600000000001,1.25016,1.27499,1.29855,1.32084,1.3450600000000001,1.37123,1.4023299999999999,1.43479,1.44344,1.43479,0.00431125,0.00458125,0.00485775,0.005167499999999999,0.0055105,0.00583775,0.00614925,0.0065485,0.0070355,0.0075315,0.0053325000000000004,0.00574925,0.00619175,0.00666675,0.00717425,0.00765775,0.00811725,0.0086255,0.0091825,0.009751000000000001,0.00371315,0.00417255,0.00480892,0.00551393,0.00628756,0.00712961,0.00804006,0.00906698,0.0102104,0.012101299999999999,0.015006499999999999,0.018297099999999997,0.0210345
27.039,93.9,0.66,0.49992299999999995,0.966368,0.938991,0.916933,0.892928,0.866974,0.8503790000000001,0.84314,0.834733,0.825159,0.8145979999999999,1.25672,1.2466700000000002,1.23902,1.2345899999999999,1.23338,1.23211,1.23076,1.23361,1.2406700000000002,1.24025,1.1578899999999999,1.17324,1.19002,1.21281,1.24163,1.2711,1.30122,1.32809,1.35169,1.40352,1.45438,1.49092,1.5226600000000001,0.00476575,0.00520625,0.00570875,0.00624025,0.00680075,0.00750375,0.00834925,0.0092895,0.0103245,0.011460799999999998,0.0059035,0.006567,0.007309,0.008161,0.009123000000000001,0.0102155,0.0114385,0.012861700000000002,0.0144852,0.0162815,0.00419092,0.00453502,0.00512273,0.00585591,0.00673457,0.00774777,0.0088955,0.010187700000000001,0.011624299999999999,0.014383100000000001,0.0187048,0.0241809,0.0293508
33.013000000000005,101.1,0.852,0.234742,1.00292,0.978799,0.96085,0.943514,0.92679,0.915746,0.9103829999999999,0.89722,0.876257,0.864661,1.33294,1.3259999999999998,1.32612,1.32646,1.32703,1.3303200000000002,1.3363200000000002,1.3427,1.3494700000000002,1.36626,1.1518,1.17492,1.20392,1.23669,1.2732299999999999,1.30421,1.32964,1.35507,1.3805100000000001,1.41921,1.46036,1.51905,1.58018,0.00476225,0.0052185,0.0057255000000000006,0.006291,0.006915,0.00763575,0.00845325,0.009290000000000001,0.010145999999999999,0.0111863,0.00599375,0.0066935,0.0074925,0.00837275,0.00933425,0.0104403,0.011690700000000002,0.0130767,0.0145983,0.01655,0.00372081,0.00415728,0.00483546,0.00564493,0.0065857,0.00761218,0.00872437,0.00997412,0.011361399999999999,0.0138303,0.017697499999999998,0.022922799999999997,0.028040199999999998
31.983,111.9,0.9079999999999999,0.09629650000000001,0.964952,0.9361219999999999,0.910902,0.889811,0.8728520000000001,0.8562540000000001,0.840018,0.827334,0.818203,0.806779,1.27619,1.26339,1.25289,1.24148,1.22917,1.2299,1.24367,1.24478,1.2332299999999998,1.23599,1.15519,1.1792799999999999,1.21036,1.23977,1.26752,1.29534,1.32325,1.35012,1.3759700000000001,1.40191,1.45909,1.50593,1.53262,0.00451725,0.00490875,0.00533025,0.00581225,0.00635475,0.00694525,0.00758375,0.00831725,0.00914575,0.0100208,0.00564825,0.00625025,0.00689875,0.00760175,0.00835925,0.0093275,0.0105065,0.011676,0.012836000000000002,0.014330299999999999,0.0036643,0.00412202,0.00481137,0.00559579,0.00647529,0.00746199,0.00855588,0.00976451,0.0110879,0.0132882,0.017183900000000002,0.021875,0.026114799999999997
30.129,83.1,0.748,-0.21348899999999998,0.951936,0.9112,0.873209,0.835398,0.797767,0.766731,0.74229,0.718514,0.695401,0.677201,1.2533100000000001,1.21928,1.18993,1.1589399999999999,1.12632,1.09127,1.05379,1.0253,1.0058,0.9819889999999999,1.16816,1.1926299999999999,1.21668,1.24383,1.2741,1.29856,1.31723,1.3388799999999998,1.36351,1.40041,1.42137,1.4371399999999999,1.4498799999999998,0.00446175,0.00475775,0.00507125,0.00538625,0.00570275,0.006082,0.006523999999999999,0.00701825,0.00756475,0.00819425,0.005496,0.00594425,0.00643675,0.00694475,0.00746825,0.0079945,0.0085235,0.00916825,0.00992875,0.0107005,0.00396381,0.0043861,0.00501476,0.00575368,0.00660285,0.00751469,0.0084892,0.00960583,0.0108646,0.0130518,0.0161994,0.0201414,0.023636400000000002
31.776999999999997,92.1,0.828,0.241546,1.01457,0.9886229999999999,0.963032,0.940687,0.921586,0.9024190000000001,0.883185,0.8710629999999999,0.866052,0.8604370000000001,1.33486,1.32885,1.3287200000000001,1.32697,1.32358,1.3280100000000001,1.34026,1.3491600000000001,1.3547,1.35715,1.15946,1.1801700000000002,1.20066,1.2290299999999998,1.26525,1.2942799999999999,1.3161100000000001,1.34483,1.38044,1.42381,1.4953100000000001,1.55661,1.57734,0.00484475,0.00529775,0.00577325,0.00631125,0.00691175,0.00756125,0.00825975,0.00911725,0.0101338,0.0112565,0.0060355,0.00675225,0.00756275,0.008442,0.00939,0.010520299999999998,0.011832700000000002,0.0132733,0.0148418,0.0165865,0.00378925,0.00421006,0.00484974,0.00563715,0.00657229,0.00758655,0.00867994,0.00996697,0.0114476,0.0139732,0.0183087,0.023683900000000004,0.0282659
35.485,57.9,0.9159999999999999,0.170044,1.0955,1.0720399999999999,1.05185,1.03324,1.01621,1.00229,0.9914870000000001,0.9743370000000001,0.950844,0.9403819999999999,1.46916,1.47766,1.4892,1.50153,1.5146600000000001,1.5272700000000001,1.53934,1.55211,1.56556,1.5615299999999999,1.15353,1.1761700000000002,1.2006,1.23125,1.26811,1.30495,1.34176,1.37889,1.4163299999999999,1.47233,1.5384,1.6207200000000002,1.66058,0.0050615,0.00558375,0.00615325,0.00678575,0.00748125,0.00827475,0.00916625,0.0100595,0.0109545,0.012121799999999999,0.006481499999999999,0.00734775,0.00831525,0.009406,0.010620000000000001,0.011974799999999999,0.0134702,0.015150499999999999,0.0170155,0.0189262,0.00358153,0.00400035,0.00463957,0.00542122,0.00634531,0.00740492,0.00860005,0.00995999,0.0114847,0.0142119,0.0185915,0.024453799999999998,0.029352299999999998
26.421,54.3,0.7879999999999999,-0.00484982,0.976564,0.9354389999999999,0.900689,0.8703059999999999,0.84429,0.8182229999999999,0.7921060000000001,0.767915,0.74565,0.728392,1.28606,1.25509,1.2233,1.1928299999999998,1.16369,1.14094,1.12459,1.11398,1.10911,1.1007200000000001,1.1649200000000002,1.18766,1.21294,1.23682,1.2593,1.2863799999999999,1.31808,1.34217,1.35866,1.3746200000000002,1.4076899999999999,1.46986,1.51128,0.00464925,0.00499175,0.00536725,0.0057925,0.0062675,0.006773,0.007309,0.007918999999999999,0.008603,0.00941425,0.005771,0.0062885,0.0068295000000000005,0.00741975,0.00805925,0.008791,0.009615,0.0105962,0.0117348,0.0129605,0.00387655,0.00430492,0.0049587,0.00571054,0.00656041,0.0075456,0.0086661,0.00986194,0.0111331,0.013277100000000002,0.0168785,0.0219082,0.026469799999999998
29.717,32.7,0.708,-0.162374,1.04112,0.9980950000000001,0.956518,0.914809,0.8729680000000001,0.838593,0.811686,0.783625,0.754409,0.727151,1.37673,1.34669,1.31352,1.27652,1.23567,1.19838,1.16464,1.1347399999999999,1.10866,1.07497,1.1681700000000002,1.19021,1.21613,1.24161,1.26665,1.29388,1.3233,1.35001,1.37402,1.40615,1.43208,1.45943,1.4781799999999998,0.00489025,0.00524075,0.00560425,0.0059745,0.0063515,0.00682125,0.00738375,0.00794725,0.00851175,0.00915275,0.0060915,0.00664525,0.00721975,0.0077985,0.0083815,0.00902075,0.00971625,0.010517499999999999,0.0114245,0.012302,0.00402594,0.00440211,0.00501281,0.00572866,0.00654967,0.00749878,0.00857601,0.00977081,0.011083200000000001,0.013344,0.0168231,0.021261900000000004,0.0252174
28.275,86.7,0.972,0.11556500000000001,0.9747899999999999,0.9465870000000001,0.9239299999999999,0.9033040000000001,0.884709,0.8649309999999999,0.8439700000000001,0.833257,0.832794,0.823866,1.2945799999999998,1.28554,1.2749,1.26403,1.25291,1.2445,1.2388,1.23434,1.23114,1.22928,1.15973,1.18421,1.2081,1.23339,1.26006,1.2919399999999999,1.32903,1.35847,1.38027,1.40803,1.45387,1.47983,1.49258,0.00451775,0.00492325,0.00536375,0.00585025,0.00638275,0.00695775,0.00757525,0.00835525,0.00929775,0.0102083,0.005661,0.00629225,0.00695475,0.00769075,0.00850025,0.009396999999999999,0.010381,0.011491,0.012727,0.0141625,0.00358899,0.00404012,0.00469787,0.00546132,0.00633047,0.00734447,0.00850333,0.00972968,0.0110235,0.0132615,0.0170038,0.02138,0.025322499999999998
27.656999999999996,79.5,0.612,0.608346,1.03149,1.00321,0.973599,0.94855,0.9280639999999999,0.9106540000000001,0.8963190000000001,0.884498,0.8751909999999999,0.868814,1.321,1.31663,1.32122,1.32049,1.31444,1.31853,1.33277,1.34235,1.34727,1.3542299999999998,1.15798,1.17163,1.18814,1.21005,1.23738,1.26105,1.28106,1.3134,1.35807,1.40462,1.4678799999999999,1.5287,1.55877,0.00506,0.0055335,0.0060425,0.00662975,0.00729525,0.008069,0.008951,0.009981499999999999,0.0111605,0.012548,0.00620875,0.00696375,0.00784325,0.00880325,0.00984375,0.011125200000000002,0.012647799999999999,0.014346799999999998,0.0162223,0.0184125,0.00427143,0.00458164,0.00513538,0.005836,0.006683499999999999,0.00764739,0.00872765,0.0100816,0.0117091,0.0144548,0.0191569,0.025338,0.0309483
26.009,95.7,0.996,-0.41442399999999996,0.89023,0.836878,0.786207,0.742352,0.7053119999999999,0.668324,0.631387,0.597607,0.5669850000000001,0.539501,1.15961,1.1060299999999998,1.0568799999999998,1.0071700000000001,0.95689,0.911367,0.8705959999999999,0.82881,0.786007,0.745482,1.1764299999999999,1.1986,1.22042,1.24338,1.26749,1.28748,1.30335,1.32265,1.3453700000000002,1.35671,1.37191,1.38656,1.3814899999999999,0.00377125,0.00392775,0.00408525,0.00426375,0.00446325,0.00466025,0.00485475,0.0050765,0.0053255,0.00559625,0.00455475,0.004788000000000001,0.005028,0.00526275,0.00549225,0.00574625,0.00602475,0.0062965,0.0065615,0.00685025,0.00364215,0.00406271,0.00463445,0.00527744,0.00599167,0.00675496,0.00756732,0.00849145,0.00952735,0.011103299999999998,0.013609600000000001,0.0166765,0.0192051
30.747,63.3,0.716,0.303752,1.04996,1.01786,0.985848,0.9644659999999999,0.953709,0.93734,0.915358,0.898025,0.88534,0.8742530000000001,1.3839299999999999,1.37934,1.3786100000000001,1.3736700000000002,1.3645399999999999,1.36801,1.38409,1.3882700000000001,1.38056,1.37657,1.1557899999999999,1.17363,1.1947299999999998,1.22186,1.25504,1.28735,1.3188,1.35617,1.39945,1.4275799999999998,1.4867,1.5527799999999998,1.5747,0.00507575,0.0055315,0.0060145,0.00661825,0.00734275,0.00809125,0.00886375,0.009764499999999999,0.010793500000000001,0.012008,0.00638425,0.00715025,0.00801075,0.008939,0.009935,0.0111722,0.0126508,0.014192500000000002,0.0157975,0.0176983,0.00398318,0.00434927,0.00495969,0.00572201,0.00663625,0.00767688,0.0088439,0.0102307,0.0118372,0.014332499999999998,0.0188187,0.0246142,0.029673
28.069000000000003,41.7,0.884,0.0262493,1.0277399999999999,0.9891399999999999,0.952457,0.923108,0.901093,0.876127,0.848211,0.824675,0.805519,0.795111,1.3732,1.35481,1.32911,1.30788,1.29111,1.27405,1.25672,1.24767,1.2469,1.2258,1.16476,1.1861700000000002,1.20813,1.23353,1.26237,1.2969700000000002,1.33733,1.3704,1.3962,1.42511,1.4685700000000002,1.53105,1.5416,0.00479825,0.00518725,0.00559175,0.00607625,0.00664075,0.00720725,0.00777575,0.00844425,0.00921275,0.010165500000000001,0.00607675,0.00671775,0.00736325,0.00808975,0.00889725,0.00977675,0.0107282,0.0118505,0.0131435,0.0143567,0.00368904,0.00411939,0.0047627,0.00552447,0.00640468,0.007444,0.00864243,0.00993219,0.0113133,0.013663999999999999,0.0175271,0.0226784,0.0266945
