SN112EK42.5,SN112EK47.5,SN112EK52.5,SN112EK57.5,SN112EK62.5,SN112EK67.5,SN112EK72.5,SN112EK77.5,SN112EK82.5,SN112EK87.5,SN124EK42.5,SN124EK47.5,SN124EK52.5,SN124EK57.5,SN124EK62.5,SN124EK67.5,SN124EK72.5,SN124EK77.5,SN124EK82.5,SN124EK87.5,DREK12.5,DREK17.5,DREK22.5,DREK27.5,DREK32.5,DREK37.5,DREK42.5,DREK47.5,DREK52.5,DREK60.0,DREK70.0,DREK80.0,DREK87.5,SN112EK42.5_Error,SN112EK47.5_Error,SN112EK52.5_Error,SN112EK57.5_Error,SN112EK62.5_Error,SN112EK67.5_Error,SN112EK72.5_Error,SN112EK77.5_Error,SN112EK82.5_Error,SN112EK87.5_Error,SN124EK42.5_Error,SN124EK47.5_Error,SN124EK52.5_Error,SN124EK57.5_Error,SN124EK62.5_Error,SN124EK67.5_Error,SN124EK72.5_Error,SN124EK77.5_Error,SN124EK82.5_Error,SN124EK87.5_Error,DREK12.5_Error,DREK17.5_Error,DREK22.5_Error,DREK27.5_Error,DREK32.5_Error,DREK37.5_Error,DREK42.5_Error,DREK47.5_Error,DREK52.5_Error,DREK60.0_Error,DREK70.0_Error,DREK80.0_Error,DREK87.5_Error
1.06776,0.959527,0.917892,0.8459120000000001,0.859419,0.8463780000000001,0.8271280000000001,0.864899,0.856574,0.8719129999999999,1.39551,1.31291,1.2441799999999998,1.1722700000000001,1.19943,1.2099600000000001,1.16403,1.19579,1.3015299999999999,1.18554,1.1601700000000001,1.19611,1.21876,1.24978,1.25837,1.29789,1.30695,1.36829,1.35548,1.3907200000000002,1.41844,1.45102,1.3597,0.010633499999999999,0.012567299999999998,0.0149125,0.016513800000000002,0.0248699,0.0266566,0.0282658,0.032331099999999995,0.035067900000000006,0.0409403,0.017102900000000004,0.021430599999999998,0.0251162,0.0283848,0.0392656,0.04273180000000001,0.0453176,0.0513211,0.060667099999999995,0.0659806,0.005,0.006999999999999999,0.008,0.006,0.006,0.017,0.021,0.024,0.038,0.035,0.048,0.061,0.114
