RE35Y0.0,RE35Y0.2,RE35Y0.4,RE35Y0.6,RE35Y0.8,RE35Y1.0,RE35Y0.0_Error,RE35Y0.2_Error,RE35Y0.4_Error,RE35Y0.6_Error,RE35Y0.8_Error,RE35Y1.0_Error
0.170557,0.328985,0.414932,0.514311,0.44916,0.583638,0.0378701,0.0293228,0.0342245,0.0434483,0.0497194,0.0646501
