RE35Y0.0,RE35Y0.2,RE35Y0.4,RE35Y0.6,RE35Y0.8,RE35Y1.0,RE35Y0.0_Error,RE35Y0.2_Error,RE35Y0.4_Error,RE35Y0.6_Error,RE35Y0.8_Error,RE35Y1.0_Error
0.0520684,0.195468,0.314282,0.314581,0.375451,0.397782,0.0262069,0.0193136,0.0222852,0.0252325,0.0287135,0.0313816
