RE35Y0.0,RE35Y0.2,RE35Y0.4,RE35Y0.6,RE35Y0.8,RE35Y1.0,RE35Y0.0_Error,RE35Y0.2_Error,RE35Y0.4_Error,RE35Y0.6_Error,RE35Y0.8_Error,RE35Y1.0_Error
-0.0367,0.1438,0.2164,0.2668,0.3048,0.3548,0.047141022,0.016644639,0.017613404,0.017856707,0.017867848,0.021476685
